breweries_name,name,abv,breweries_established,breweries_id,breweries_locations_10_createDate,breweries_locations_10_id,breweries_locations_10_latitude,breweries_locations_10_locality,breweries_locations_10_locationType,breweries_locations_10_longitude,breweries_locations_10_name,breweries_locations_10_postal,breweries_locations_10_region,breweries_locations_10_streetAddress,breweries_locations_11_createDate,breweries_locations_11_id,breweries_locations_11_latitude,breweries_locations_11_locality,breweries_locations_11_locationType,breweries_locations_11_longitude,breweries_locations_11_name,breweries_locations_11_postal,breweries_locations_11_region,breweries_locations_11_streetAddress,breweries_locations_12_createDate,breweries_locations_12_id,breweries_locations_12_latitude,breweries_locations_12_locality,breweries_locations_12_locationType,breweries_locations_12_longitude,breweries_locations_12_name,breweries_locations_12_postal,breweries_locations_12_region,breweries_locations_12_streetAddress,breweries_locations_1_createDate,breweries_locations_1_id,breweries_locations_1_latitude,breweries_locations_1_locality,breweries_locations_1_locationType,breweries_locations_1_longitude,breweries_locations_1_name,breweries_locations_1_postal,breweries_locations_1_region,breweries_locations_1_streetAddress,breweries_locations_2_createDate,breweries_locations_2_id,breweries_locations_2_latitude,breweries_locations_2_locality,breweries_locations_2_locationType,breweries_locations_2_longitude,breweries_locations_2_name,breweries_locations_2_postal,breweries_locations_2_region,breweries_locations_2_streetAddress,breweries_locations_3_createDate,breweries_locations_3_id,breweries_locations_3_latitude,breweries_locations_3_locality,breweries_locations_3_locationType,breweries_locations_3_longitude,breweries_locations_3_name,breweries_locations_3_postal,breweries_locations_3_region,breweries_locations_3_streetAddress,breweries_locations_4_createDate,breweries_locations_4_id,breweries_locations_4_latitude,breweries_locations_4_locality,breweries_locations_4_locationType,breweries_locations_4_longitude,breweries_locations_4_name,breweries_locations_4_postal,breweries_locations_4_region,breweries_locations_4_streetAddress,breweries_locations_5_createDate,breweries_locations_5_id,breweries_locations_5_latitude,breweries_locations_5_locality,breweries_locations_5_locationType,breweries_locations_5_longitude,breweries_locations_5_name,breweries_locations_5_postal,breweries_locations_5_region,breweries_locations_5_streetAddress,breweries_locations_6_createDate,breweries_locations_6_id,breweries_locations_6_latitude,breweries_locations_6_locality,breweries_locations_6_locationType,breweries_locations_6_longitude,breweries_locations_6_name,breweries_locations_6_postal,breweries_locations_6_region,breweries_locations_6_streetAddress,breweries_locations_7_createDate,breweries_locations_7_id,breweries_locations_7_latitude,breweries_locations_7_locality,breweries_locations_7_locationType,breweries_locations_7_longitude,breweries_locations_7_name,breweries_locations_7_postal,breweries_locations_7_region,breweries_locations_7_streetAddress,breweries_locations_8_createDate,breweries_locations_8_id,breweries_locations_8_latitude,breweries_locations_8_locality,breweries_locations_8_locationType,breweries_locations_8_longitude,breweries_locations_8_name,breweries_locations_8_postal,breweries_locations_8_region,breweries_locations_8_streetAddress,breweries_locations_9_createDate,breweries_locations_9_id,breweries_locations_9_latitude,breweries_locations_9_locality,breweries_locations_9_locationType,breweries_locations_9_longitude,breweries_locations_9_name,breweries_locations_9_postal,breweries_locations_9_region,breweries_locations_9_streetAddress,createDate,id,isOrganic,isRetired,status,style_abvMax,style_abvMin,style_category_id,style_category_name,style_fgMax,style_fgMin,style_ibuMax,style_ibuMin,style_id,style_name,style_ogMin,style_shortName,style_srmMax,style_srmMin
Breckenridge Brewery,471 IPA Barrel Series: Eureka!,11.2,1990,IImUD9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:41:48,s0WsY3,39.7236683,Denver,production,-105.0006015,Global Headquarters & Tasting Room,80204,Colorado,471 Kalamath Street,2014-03-17 10:34:20,4nwOub,39.4761913,Breckenridge,brewpub,-106.0438304,Breckenridge Brewery & Pub,80424,Colorado,600 South Main Street,2014-03-17 10:35:02,h7fD42,39.7562717,Denver,restaurant,-104.9912319,Breck on Blake,80205,Colorado,2220 Blake Street,2014-03-17 10:35:57,JRO1DT,39.0907673,Grand Junction,restaurant,-108.5527476,"The Ale House, Grand Junction",81501,Colorado,2531 North 12th Street,2014-03-17 10:36:30,vl6pMu,39.7586246,Denver,restaurant,-105.0091788,"The Ale House at Amato's,  Denver",80211,Colorado,2501 16th St,2014-09-10 15:03:39,EOsuuz,39.59331,Littleton,production,-105.024306,Breckenridge Brewery & Farmhouse,80120,Colorado,6775 S. Santa Fe,2015-06-17 03:32:00,kDDWiR,39.594287,Littleton,micro,-105.0246389,Main Brewery,80120,Colorado,2990 Brewery Lane,,,,,,,,,,,,,,,,,,,,,2016-11-30 19:13:16,GysKeq,N,N,verified,10.5,7.5,3.0,North American Origin Ales,1.02,1.012,100,65,31.0,Imperial or Double India Pale Ale,1.075,Imperial IPA,13,5
Breckenridge Brewery,471 IPA. Aggressive Hoppiness,9.2,1990,IImUD9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:41:48,s0WsY3,39.7236683,Denver,production,-105.0006015,Global Headquarters & Tasting Room,80204,Colorado,471 Kalamath Street,2014-03-17 10:34:20,4nwOub,39.4761913,Breckenridge,brewpub,-106.0438304,Breckenridge Brewery & Pub,80424,Colorado,600 South Main Street,2014-03-17 10:35:02,h7fD42,39.7562717,Denver,restaurant,-104.9912319,Breck on Blake,80205,Colorado,2220 Blake Street,2014-03-17 10:35:57,JRO1DT,39.0907673,Grand Junction,restaurant,-108.5527476,"The Ale House, Grand Junction",81501,Colorado,2531 North 12th Street,2014-03-17 10:36:30,vl6pMu,39.7586246,Denver,restaurant,-105.0091788,"The Ale House at Amato's,  Denver",80211,Colorado,2501 16th St,2014-09-10 15:03:39,EOsuuz,39.59331,Littleton,production,-105.024306,Breckenridge Brewery & Farmhouse,80120,Colorado,6775 S. Santa Fe,2015-06-17 03:32:00,kDDWiR,39.594287,Littleton,micro,-105.0246389,Main Brewery,80120,Colorado,2990 Brewery Lane,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:37,tw2Iw0,N,Y,verified,10.5,7.5,3.0,North American Origin Ales,1.02,1.012,100,65,31.0,Imperial or Double India Pale Ale,1.075,Imperial IPA,13,5
Breckenridge Brewery,471 Pilsner,,1990,IImUD9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:41:48,s0WsY3,39.7236683,Denver,production,-105.0006015,Global Headquarters & Tasting Room,80204,Colorado,471 Kalamath Street,2014-03-17 10:34:20,4nwOub,39.4761913,Breckenridge,brewpub,-106.0438304,Breckenridge Brewery & Pub,80424,Colorado,600 South Main Street,2014-03-17 10:35:02,h7fD42,39.7562717,Denver,restaurant,-104.9912319,Breck on Blake,80205,Colorado,2220 Blake Street,2014-03-17 10:35:57,JRO1DT,39.0907673,Grand Junction,restaurant,-108.5527476,"The Ale House, Grand Junction",81501,Colorado,2531 North 12th Street,2014-03-17 10:36:30,vl6pMu,39.7586246,Denver,restaurant,-105.0091788,"The Ale House at Amato's,  Denver",80211,Colorado,2501 16th St,2014-09-10 15:03:39,EOsuuz,39.59331,Littleton,production,-105.024306,Breckenridge Brewery & Farmhouse,80120,Colorado,6775 S. Santa Fe,2015-06-17 03:32:00,kDDWiR,39.594287,Littleton,micro,-105.0246389,Main Brewery,80120,Colorado,2990 Brewery Lane,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:37,GYF0P4,N,N,verified,6,5,8.0,North American Lager,1.018,1.012,40,25,98.0,American-Style Pilsener,1.045,American Pilsener,6,3
Breckenridge Brewery,471 Small Batch IPA,9.2,1990,IImUD9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:41:48,s0WsY3,39.7236683,Denver,production,-105.0006015,Global Headquarters & Tasting Room,80204,Colorado,471 Kalamath Street,2014-03-17 10:34:20,4nwOub,39.4761913,Breckenridge,brewpub,-106.0438304,Breckenridge Brewery & Pub,80424,Colorado,600 South Main Street,2014-03-17 10:35:02,h7fD42,39.7562717,Denver,restaurant,-104.9912319,Breck on Blake,80205,Colorado,2220 Blake Street,2014-03-17 10:35:57,JRO1DT,39.0907673,Grand Junction,restaurant,-108.5527476,"The Ale House, Grand Junction",81501,Colorado,2531 North 12th Street,2014-03-17 10:36:30,vl6pMu,39.7586246,Denver,restaurant,-105.0091788,"The Ale House at Amato's,  Denver",80211,Colorado,2501 16th St,2014-09-10 15:03:39,EOsuuz,39.59331,Littleton,production,-105.024306,Breckenridge Brewery & Farmhouse,80120,Colorado,6775 S. Santa Fe,2015-06-17 03:32:00,kDDWiR,39.594287,Littleton,micro,-105.0246389,Main Brewery,80120,Colorado,2990 Brewery Lane,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:37,j9cp5e,N,N,verified,7.5,6.3,3.0,North American Origin Ales,1.018,1.012,70,50,30.0,American-Style India Pale Ale,1.06,American IPA,14,6
Portsmouth Brewery,5 C's IPA,6.5,1991,4F7QA9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:06,fKk5B1,43.0780069,Portsmouth,brewpub,-70.7575978,Main Brewpub,03801,New Hampshire,56 Market Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:37,5MX880,N,N,verified,7.5,6.3,3.0,North American Origin Ales,1.018,1.012,70,50,30.0,American-Style India Pale Ale,1.06,American IPA,14,6
Jackalope Brewing Company,7 Birds,5,2011,p1tFbP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:41:58,Syl46S,36.1503749,Nashville,micro,-86.779494,Main Brewery,37203,Tennessee,701 8th Avenue South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-14 20:56:20,uA3MVL,Y,N,verified,6,5,8.0,North American Lager,1.018,1.012,40,25,98.0,American-Style Pilsener,1.045,American Pilsener,6,3
Jackalope Brewing Company,7 Cities Pilsner,5,2011,p1tFbP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:41:58,Syl46S,36.1503749,Nashville,micro,-86.779494,Main Brewery,37203,Tennessee,701 8th Avenue South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-14 20:28:12,Fhw2NF,Y,N,verified,6,5,8.0,North American Lager,1.018,1.012,40,25,98.0,American-Style Pilsener,1.045,American Pilsener,6,3
Breckenridge Brewery,72 Imperial,7.2,1990,IImUD9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:41:48,s0WsY3,39.7236683,Denver,production,-105.0006015,Global Headquarters & Tasting Room,80204,Colorado,471 Kalamath Street,2014-03-17 10:34:20,4nwOub,39.4761913,Breckenridge,brewpub,-106.0438304,Breckenridge Brewery & Pub,80424,Colorado,600 South Main Street,2014-03-17 10:35:02,h7fD42,39.7562717,Denver,restaurant,-104.9912319,Breck on Blake,80205,Colorado,2220 Blake Street,2014-03-17 10:35:57,JRO1DT,39.0907673,Grand Junction,restaurant,-108.5527476,"The Ale House, Grand Junction",81501,Colorado,2531 North 12th Street,2014-03-17 10:36:30,vl6pMu,39.7586246,Denver,restaurant,-105.0091788,"The Ale House at Amato's,  Denver",80211,Colorado,2501 16th St,2014-09-10 15:03:39,EOsuuz,39.59331,Littleton,production,-105.024306,Breckenridge Brewery & Farmhouse,80120,Colorado,6775 S. Santa Fe,2015-06-17 03:32:00,kDDWiR,39.594287,Littleton,micro,-105.0246389,Main Brewery,80120,Colorado,2990 Brewery Lane,,,,,,,,,,,,,,,,,,,,,2014-07-17 14:35:54,MqTIG4,N,N,verified,12,7,3.0,North American Origin Ales,1.03,1.02,50,35,44.0,Specialty Stouts,1.08,Stout,40,40
Zero Gravity Craft Brewery,A Beer Named Sue,5.7,2004,VEY3Xa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:13,dMbTUT,44.4596386,Burlington,brewpub,-73.2137346,Main Brewery,05401,Vermont,716 Pine St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-06 16:47:09,wDgaK8,N,N,verified,8.5,4.5,5.0,Belgian And French Origin Ales,1.016,1.004,40,20,72.0,French & Belgian-Style Saison,1.055,Saison,14,4
Lagunitas Brewing Company,A Little Sumpin' Extra,8.7,1993,nLsoQ9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:00,C0zPjd,38.272435,Petaluma,micro,-122.662346,Main Brewery,94954,California,1280 North McDowell Boulevard,2014-08-25 12:10:03,g2d9B7,41.8579099,Chicago,tasting,-87.691899,Chicago,60608,Illinois,2607 West 17th St.,2017-06-08 20:31:56,s38mA2,32.7784426,Charleston,tasting,-79.927534,Charleston Taproom & Beer Sanctuary,29401,South Carolina,161 E Bay St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-04-17 12:52:38,Au0v9G,N,N,verified,10.5,7.5,3.0,North American Origin Ales,1.02,1.012,100,65,31.0,Imperial or Double India Pale Ale,1.075,Imperial IPA,13,5
Lagunitas Brewing Company,A Little Sumpin' Sumpin',7.5,1993,nLsoQ9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:00,C0zPjd,38.272435,Petaluma,micro,-122.662346,Main Brewery,94954,California,1280 North McDowell Boulevard,2014-08-25 12:10:03,g2d9B7,41.8579099,Chicago,tasting,-87.691899,Chicago,60608,Illinois,2607 West 17th St.,2017-06-08 20:31:56,s38mA2,32.7784426,Charleston,tasting,-79.927534,Charleston Taproom & Beer Sanctuary,29401,South Carolina,161 E Bay St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:43:37,svXHfu,N,N,verified,5.6,4.5,3.0,North American Origin Ales,1.014,1.008,42,30,25.0,American-Style Pale Ale,1.044,American Pale,14,6
Sierra Nevada Brewing Company,ABLE Best Britter,4.3,1980,nHLlnK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:08,IaQrxj,39.7246028,Chico,micro,-121.8157154,Main Brewery,95928,California,1075 East 20th St,2012-03-29 20:56:05,aqLvLE,35.4303824,Fletcher,micro,-82.5489214,Asheville,28732,North Carolina,100 Sierra Nevada Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:38,hbF6tu,N,N,verified,4.8,4.1,1.0,British Origin Ales,1.012,1.006,40,28,4.0,Special Bitter or Best Bitter,1.038,Special Bitter,14,6
Zero Gravity Craft Brewery,Afternooner,4.6,2004,VEY3Xa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:13,dMbTUT,44.4596386,Burlington,brewpub,-73.2137346,Main Brewery,05401,Vermont,716 Pine St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-10 23:41:23,MTLa3r,N,N,verified,6,4,5.0,Belgian And French Origin Ales,1.014,1.008,30,20,62.0,Belgian-Style Pale Ale,1.044,Belgian Pale,12,6
Breckenridge Brewery,Agave Wheat,5.9,1990,IImUD9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:41:48,s0WsY3,39.7236683,Denver,production,-105.0006015,Global Headquarters & Tasting Room,80204,Colorado,471 Kalamath Street,2014-03-17 10:34:20,4nwOub,39.4761913,Breckenridge,brewpub,-106.0438304,Breckenridge Brewery & Pub,80424,Colorado,600 South Main Street,2014-03-17 10:35:02,h7fD42,39.7562717,Denver,restaurant,-104.9912319,Breck on Blake,80205,Colorado,2220 Blake Street,2014-03-17 10:35:57,JRO1DT,39.0907673,Grand Junction,restaurant,-108.5527476,"The Ale House, Grand Junction",81501,Colorado,2531 North 12th Street,2014-03-17 10:36:30,vl6pMu,39.7586246,Denver,restaurant,-105.0091788,"The Ale House at Amato's,  Denver",80211,Colorado,2501 16th St,2014-09-10 15:03:39,EOsuuz,39.59331,Littleton,production,-105.024306,Breckenridge Brewery & Farmhouse,80120,Colorado,6775 S. Santa Fe,2015-06-17 03:32:00,kDDWiR,39.594287,Littleton,micro,-105.0246389,Main Brewery,80120,Colorado,2990 Brewery Lane,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:39,6AcqY6,N,N,verified,5.5,3.5,11.0,Hybrid/mixed Beer,1.018,1.006,35,10,112.0,Light American Wheat Ale or Lager with Yeast,1.036,Wheat Ale,10,4
Sierra Nevada Brewing Company,Ale 20,5.7,1980,nHLlnK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:08,IaQrxj,39.7246028,Chico,micro,-121.8157154,Main Brewery,95928,California,1075 East 20th St,2012-03-29 20:56:05,aqLvLE,35.4303824,Fletcher,micro,-82.5489214,Asheville,28732,North Carolina,100 Sierra Nevada Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-09-03 14:12:56,RK9Po6,N,N,verified,5.6,4.5,3.0,North American Origin Ales,1.014,1.008,42,30,25.0,American-Style Pale Ale,1.044,American Pale,14,6
Zero Gravity Craft Brewery,Ale Communication,7.8,2004,VEY3Xa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:13,dMbTUT,44.4596386,Burlington,brewpub,-73.2137346,Main Brewery,05401,Vermont,716 Pine St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-10 23:41:24,yn4ODI,N,N,verified,10.5,7.9,3.0,North American Origin Ales,1.028,1.02,85,55,33.0,Imperial Red Ale,1.08,Imperial Red,15,10
Oskar Blues Brewery,All Colorado Apricot Wheat,5.5,1997,q6vJUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:05,jnSdDd,40.1389968,Longmont,micro,-105.1227417,Main Brewery,80501,Colorado,1800 Pike Rd,2012-12-13 15:22:31,I1q8kK,35.2534666,Brevard,micro,-82.706852,Brevard,28712,North Carolina,342 Mountain Industrial Dr.,2017-03-16 05:29:16,TkDbDx,30.3835422,Austin,micro,-97.7142293,Oskar Blues,78758,Texas,10420 Metric Blvd,2017-06-17 20:25:49,G2jxYM,35.2535881,Brevard,micro,-82.7067671,North Carolina,28712,North Carolina,342 Mountain Industrial Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-14 15:18:59,2cLm8B,N,N,verified,5,3.8,11.0,Hybrid/mixed Beer,1.016,1.004,35,10,114.0,Fruit Wheat Ale or Lager with or without Yeast,1.036,Fruit Wheat Ale,10,2
Oskar Blues Brewery,All Colorado Wet Hop Pale Ale,5.8,1997,q6vJUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:05,jnSdDd,40.1389968,Longmont,micro,-105.1227417,Main Brewery,80501,Colorado,1800 Pike Rd,2012-12-13 15:22:31,I1q8kK,35.2534666,Brevard,micro,-82.706852,Brevard,28712,North Carolina,342 Mountain Industrial Dr.,2017-03-16 05:29:16,TkDbDx,30.3835422,Austin,micro,-97.7142293,Oskar Blues,78758,Texas,10420 Metric Blvd,2017-06-17 20:25:49,G2jxYM,35.2535881,Brevard,micro,-82.7067671,North Carolina,28712,North Carolina,342 Mountain Industrial Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-20 13:54:10,DbeLZF,N,N,verified,5.6,4.5,3.0,North American Origin Ales,1.014,1.008,42,30,25.0,American-Style Pale Ale,1.044,American Pale,14,6
Laughing Dog Brewing,Alpha Dog Imperial IPA,8.5,2005,yX6twV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:00,1eKpO5,48.2980485,Ponderay,micro,-116.5461322,Main Brewery,83852,Idaho,1109 Fontaine drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-02 18:24:18,aG4Ie2,N,N,verified,10.5,7.5,3.0,North American Origin Ales,1.02,1.012,100,65,31.0,Imperial or Double India Pale Ale,1.075,Imperial IPA,13,5
Sierra Nevada Brewing Company,Alt Route - Beer Camp Across America,6.6,1980,nHLlnK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:08,IaQrxj,39.7246028,Chico,micro,-121.8157154,Main Brewery,95928,California,1075 East 20th St,2012-03-29 20:56:05,aqLvLE,35.4303824,Fletcher,micro,-82.5489214,Asheville,28732,North Carolina,100 Sierra Nevada Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-05-08 11:50:47,hYaduh,N,N,verified,5.5,4.3,4.0,German Origin Ales,1.014,1.008,52,25,55.0,German-Style Altbier,1.044,Altbier,19,11
Oskar Blues Brewery,ALTitude,,1997,q6vJUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:05,jnSdDd,40.1389968,Longmont,micro,-105.1227417,Main Brewery,80501,Colorado,1800 Pike Rd,2012-12-13 15:22:31,I1q8kK,35.2534666,Brevard,micro,-82.706852,Brevard,28712,North Carolina,342 Mountain Industrial Dr.,2017-03-16 05:29:16,TkDbDx,30.3835422,Austin,micro,-97.7142293,Oskar Blues,78758,Texas,10420 Metric Blvd,2017-06-17 20:25:49,G2jxYM,35.2535881,Brevard,micro,-82.7067671,North Carolina,28712,North Carolina,342 Mountain Industrial Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-03 21:37:58,5TQX99,N,N,verified,5.5,4.3,4.0,German Origin Ales,1.014,1.008,52,25,55.0,German-Style Altbier,1.044,Altbier,19,11
Dock Street Brewery,Amber Beer,,1985,p3YrOa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:41:52,HFQ27P,39.9477956,West Philly,micro,-75.2229305,Main Brewery,19143,Pennsylvania,701 S. 50th Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-11-25 14:12:28,qIa0fL,N,N,verified,6,4.5,3.0,North American Origin Ales,1.018,1.012,40,30,32.0,American-Style Amber/Red Ale,1.048,Amber,18,11
Oskar Blues Brewery,American Summer Hoppy Wit,6,1997,q6vJUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:05,jnSdDd,40.1389968,Longmont,micro,-105.1227417,Main Brewery,80501,Colorado,1800 Pike Rd,2012-12-13 15:22:31,I1q8kK,35.2534666,Brevard,micro,-82.706852,Brevard,28712,North Carolina,342 Mountain Industrial Dr.,2017-03-16 05:29:16,TkDbDx,30.3835422,Austin,micro,-97.7142293,Oskar Blues,78758,Texas,10420 Metric Blvd,2017-06-17 20:25:49,G2jxYM,35.2535881,Brevard,micro,-82.7067671,North Carolina,28712,North Carolina,342 Mountain Industrial Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-13 22:00:03,Zd8Cxd,N,N,verified,5.2,4.8,5.0,Belgian And French Origin Ales,1.01,1.006,17,10,65.0,Belgian-Style White (or Wit) / Belgian-Style Wheat,1.044,Witbier,4,2
Oskar Blues Brewery,Añejo Tequila Barrel Aged Gubna,11,1997,q6vJUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:05,jnSdDd,40.1389968,Longmont,micro,-105.1227417,Main Brewery,80501,Colorado,1800 Pike Rd,2012-12-13 15:22:31,I1q8kK,35.2534666,Brevard,micro,-82.706852,Brevard,28712,North Carolina,342 Mountain Industrial Dr.,2017-03-16 05:29:16,TkDbDx,30.3835422,Austin,micro,-97.7142293,Oskar Blues,78758,Texas,10420 Metric Blvd,2017-06-17 20:25:49,G2jxYM,35.2535881,Brevard,micro,-82.7067671,North Carolina,28712,North Carolina,342 Mountain Industrial Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-04-11 16:50:58,Ota9wv,N,N,verified,10.5,7.9,3.0,North American Origin Ales,1.028,1.02,85,55,33.0,Imperial Red Ale,1.08,Imperial Red,15,10
Zero Gravity Craft Brewery,Anniversary Ale,3.8,2004,VEY3Xa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:13,dMbTUT,44.4596386,Burlington,brewpub,-73.2137346,Main Brewery,05401,Vermont,716 Pine St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-10 23:41:25,b6nCMj,N,N,verified,5.6,4.5,3.0,North American Origin Ales,1.014,1.008,42,30,25.0,American-Style Pale Ale,1.044,American Pale,14,6
Sierra Nevada Brewing Company,Anniversary Ale,5.9,1980,nHLlnK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:08,IaQrxj,39.7246028,Chico,micro,-121.8157154,Main Brewery,95928,California,1075 East 20th St,2012-03-29 20:56:05,aqLvLE,35.4303824,Fletcher,micro,-82.5489214,Asheville,28732,North Carolina,100 Sierra Nevada Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-30 00:39:07,fBZZUJ,N,N,verified,7.5,6.3,3.0,North American Origin Ales,1.018,1.012,70,50,30.0,American-Style India Pale Ale,1.06,American IPA,14,6
Sierra Nevada Brewing Company,Anniversary Ale 2007,5.9,1980,nHLlnK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:08,IaQrxj,39.7246028,Chico,micro,-121.8157154,Main Brewery,95928,California,1075 East 20th St,2012-03-29 20:56:05,aqLvLE,35.4303824,Fletcher,micro,-82.5489214,Asheville,28732,North Carolina,100 Sierra Nevada Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:42,iEMsk8,N,N,verified,7.5,6.3,3.0,North American Origin Ales,1.018,1.012,70,50,30.0,American-Style India Pale Ale,1.06,American IPA,14,6
Sierra Nevada Brewing Company,Anniversary Ale 2009,5.9,1980,nHLlnK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:08,IaQrxj,39.7246028,Chico,micro,-121.8157154,Main Brewery,95928,California,1075 East 20th St,2012-03-29 20:56:05,aqLvLE,35.4303824,Fletcher,micro,-82.5489214,Asheville,28732,North Carolina,100 Sierra Nevada Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-12-11 22:42:49,ItEVNY,N,N,verified,7.5,6.3,3.0,North American Origin Ales,1.018,1.012,70,50,30.0,American-Style India Pale Ale,1.06,American IPA,14,6
