breweries_name,name,abv,breweries_established,breweries_id,breweries_locations_10_createDate,breweries_locations_10_id,breweries_locations_10_latitude,breweries_locations_10_locality,breweries_locations_10_locationType,breweries_locations_10_longitude,breweries_locations_10_name,breweries_locations_10_postal,breweries_locations_10_region,breweries_locations_10_streetAddress,breweries_locations_11_createDate,breweries_locations_11_id,breweries_locations_11_latitude,breweries_locations_11_locality,breweries_locations_11_locationType,breweries_locations_11_longitude,breweries_locations_11_name,breweries_locations_11_postal,breweries_locations_11_region,breweries_locations_11_streetAddress,breweries_locations_12_createDate,breweries_locations_12_id,breweries_locations_12_latitude,breweries_locations_12_locality,breweries_locations_12_locationType,breweries_locations_12_longitude,breweries_locations_12_name,breweries_locations_12_postal,breweries_locations_12_region,breweries_locations_12_streetAddress,breweries_locations_1_createDate,breweries_locations_1_id,breweries_locations_1_latitude,breweries_locations_1_locality,breweries_locations_1_locationType,breweries_locations_1_longitude,breweries_locations_1_name,breweries_locations_1_postal,breweries_locations_1_region,breweries_locations_1_streetAddress,breweries_locations_2_createDate,breweries_locations_2_id,breweries_locations_2_latitude,breweries_locations_2_locality,breweries_locations_2_locationType,breweries_locations_2_longitude,breweries_locations_2_name,breweries_locations_2_postal,breweries_locations_2_region,breweries_locations_2_streetAddress,breweries_locations_3_createDate,breweries_locations_3_id,breweries_locations_3_latitude,breweries_locations_3_locality,breweries_locations_3_locationType,breweries_locations_3_longitude,breweries_locations_3_name,breweries_locations_3_postal,breweries_locations_3_region,breweries_locations_3_streetAddress,breweries_locations_4_createDate,breweries_locations_4_id,breweries_locations_4_latitude,breweries_locations_4_locality,breweries_locations_4_locationType,breweries_locations_4_longitude,breweries_locations_4_name,breweries_locations_4_postal,breweries_locations_4_region,breweries_locations_4_streetAddress,breweries_locations_5_createDate,breweries_locations_5_id,breweries_locations_5_latitude,breweries_locations_5_locality,breweries_locations_5_locationType,breweries_locations_5_longitude,breweries_locations_5_name,breweries_locations_5_postal,breweries_locations_5_region,breweries_locations_5_streetAddress,breweries_locations_6_createDate,breweries_locations_6_id,breweries_locations_6_latitude,breweries_locations_6_locality,breweries_locations_6_locationType,breweries_locations_6_longitude,breweries_locations_6_name,breweries_locations_6_postal,breweries_locations_6_region,breweries_locations_6_streetAddress,breweries_locations_7_createDate,breweries_locations_7_id,breweries_locations_7_latitude,breweries_locations_7_locality,breweries_locations_7_locationType,breweries_locations_7_longitude,breweries_locations_7_name,breweries_locations_7_postal,breweries_locations_7_region,breweries_locations_7_streetAddress,breweries_locations_8_createDate,breweries_locations_8_id,breweries_locations_8_latitude,breweries_locations_8_locality,breweries_locations_8_locationType,breweries_locations_8_longitude,breweries_locations_8_name,breweries_locations_8_postal,breweries_locations_8_region,breweries_locations_8_streetAddress,breweries_locations_9_createDate,breweries_locations_9_id,breweries_locations_9_latitude,breweries_locations_9_locality,breweries_locations_9_locationType,breweries_locations_9_longitude,breweries_locations_9_name,breweries_locations_9_postal,breweries_locations_9_region,breweries_locations_9_streetAddress,createDate,id,isOrganic,isRetired,status,style_abvMax,style_abvMin,style_category_id,style_category_name,style_fgMax,style_fgMin,style_ibuMax,style_ibuMin,style_id,style_name,style_ogMin,style_shortName,style_srmMax,style_srmMin
New Holland Brewing Company,Incorrigible,4.5,1996,AqEUBQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:03,awYZlE,42.7900238,Holland,micro,-86.1041945,New Holland Brewing,49423,Michigan,66 East 8th Street,2012-03-07 14:26:41,qncYRx,42.817486,Holland,office,-86.113203,"Production Campus, Sales & Marketing",49424,Michigan,684 Commerce Court,2012-03-07 14:27:26,T7LMbO,42.81753,Holland,production,-86.113203,Production Facility,49424,Michigan,690 Commerce Court,2014-09-03 13:59:03,JAvSVM,42.790018,Holland,micro,-86.104134,New Holland - Brew Pub,49423,Michigan,66 East 8th Street,2017-06-02 15:46:01,Db1S1w,42.9705881,Grand Rapids,restaurant,-85.6797148,The Knickerbocker,49504,Michigan,417 Bridge Street NW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-09-28 14:21:25,wXVeJD,N,N,verified,,,3.0,North American Origin Ales,,,,,40.0,American-Style Sour Ale,,Sour,,
New Holland Brewing Company,Incorrigible Reserve,4.5,1996,AqEUBQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:03,awYZlE,42.7900238,Holland,micro,-86.1041945,New Holland Brewing,49423,Michigan,66 East 8th Street,2012-03-07 14:26:41,qncYRx,42.817486,Holland,office,-86.113203,"Production Campus, Sales & Marketing",49424,Michigan,684 Commerce Court,2012-03-07 14:27:26,T7LMbO,42.81753,Holland,production,-86.113203,Production Facility,49424,Michigan,690 Commerce Court,2014-09-03 13:59:03,JAvSVM,42.790018,Holland,micro,-86.104134,New Holland - Brew Pub,49423,Michigan,66 East 8th Street,2017-06-02 15:46:01,Db1S1w,42.9705881,Grand Rapids,restaurant,-85.6797148,The Knickerbocker,49504,Michigan,417 Bridge Street NW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-05-27 14:43:13,uzbisB,N,N,verified,,,11.0,Hybrid/mixed Beer,,,,,136.0,Wood- and Barrel-Aged Sour Beer,,BBL Aged Sour,,
Sierra Nevada Brewing Company,India Farmhouse Ale,7.4,1980,nHLlnK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:08,IaQrxj,39.7246028,Chico,micro,-121.8157154,Main Brewery,95928,California,1075 East 20th St,2012-03-29 20:56:05,aqLvLE,35.4303824,Fletcher,micro,-82.5489214,Asheville,28732,North Carolina,100 Sierra Nevada Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-12 20:06:23,qpfWYm,N,N,verified,8.5,4.5,5.0,Belgian And French Origin Ales,1.016,1.004,40,20,72.0,French & Belgian-Style Saison,1.055,Saison,14,4
Sierra Nevada Brewing Company,India Pale Ale,6.8,1980,nHLlnK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:08,IaQrxj,39.7246028,Chico,micro,-121.8157154,Main Brewery,95928,California,1075 East 20th St,2012-03-29 20:56:05,aqLvLE,35.4303824,Fletcher,micro,-82.5489214,Asheville,28732,North Carolina,100 Sierra Nevada Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:43:28,gVynTw,N,N,verified,5.6,4.5,3.0,North American Origin Ales,1.014,1.008,42,30,25.0,American-Style Pale Ale,1.044,American Pale,14,6
Laughing Dog Brewing,India Pale Ale IPA,6.4,2005,yX6twV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:00,1eKpO5,48.2980485,Ponderay,micro,-116.5461322,Main Brewery,83852,Idaho,1109 Fontaine drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-02 18:24:57,3WxXFm,N,N,verified,7.5,6.3,3.0,North American Origin Ales,1.018,1.012,70,50,30.0,American-Style India Pale Ale,1.06,American IPA,14,6
Oskar Blues Brewery,Interstate SMASH Express - Calypso,7.1,1997,q6vJUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:05,jnSdDd,40.1389968,Longmont,micro,-105.1227417,Main Brewery,80501,Colorado,1800 Pike Rd,2012-12-13 15:22:31,I1q8kK,35.2534666,Brevard,micro,-82.706852,Brevard,28712,North Carolina,342 Mountain Industrial Dr.,2017-03-16 05:29:16,TkDbDx,30.3835422,Austin,micro,-97.7142293,Oskar Blues,78758,Texas,10420 Metric Blvd,2017-06-17 20:25:49,G2jxYM,35.2535881,Brevard,micro,-82.7067671,North Carolina,28712,North Carolina,342 Mountain Industrial Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-20 19:45:05,yEe3T6,N,N,verified,7.5,6.3,3.0,North American Origin Ales,1.018,1.012,70,50,30.0,American-Style India Pale Ale,1.06,American IPA,14,6
New Holland Brewing Company,Into the Woods,,1996,AqEUBQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:03,awYZlE,42.7900238,Holland,micro,-86.1041945,New Holland Brewing,49423,Michigan,66 East 8th Street,2012-03-07 14:26:41,qncYRx,42.817486,Holland,office,-86.113203,"Production Campus, Sales & Marketing",49424,Michigan,684 Commerce Court,2012-03-07 14:27:26,T7LMbO,42.81753,Holland,production,-86.113203,Production Facility,49424,Michigan,690 Commerce Court,2014-09-03 13:59:03,JAvSVM,42.790018,Holland,micro,-86.104134,New Holland - Brew Pub,49423,Michigan,66 East 8th Street,2017-06-02 15:46:01,Db1S1w,42.9705881,Grand Rapids,restaurant,-85.6797148,The Knickerbocker,49504,Michigan,417 Bridge Street NW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-08-24 13:19:09,mFO6aU,N,N,verified,6.4,4,3.0,North American Origin Ales,1.018,1.01,45,25,37.0,American-Style Brown Ale,1.04,American Brown,26,15
Wachusett Brewing Company,IPA,5.6,1994,DifSi4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:12,NbGMT2,42.5584168,Westminster,brewpub,-71.8707812,Main Brewery,01473,Massachusetts,175 State Road East,2018-08-09 19:53:11,sQW1Zu,42.5584727,WESTMINSTER,brewpub,-71.8706864,Wachusett Brew Yard,01473-1208,MA,175 State Rd E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-27 00:44:23,si7pxG,N,N,verified,7.5,6.3,3.0,North American Origin Ales,1.018,1.012,70,50,30.0,American-Style India Pale Ale,1.06,American IPA,14,6
SweetWater Brewing Company,IPA with Rosemary,,1997,TMc6H2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:09,MfINpl,33.808102,Atlanta,micro,-84.38119,Main Brewery,30324,Georgia,195 Ottley Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-04-11 14:36:16,DiM4QZ,N,N,verified,7.5,6.3,3.0,North American Origin Ales,1.018,1.012,70,50,30.0,American-Style India Pale Ale,1.06,American IPA,14,6
Guinness,Irish Wheat,5.3,1759,HaPdSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:41:56,9RsQkk,53.34309,Dublin City,macro,-6.290799,Main Brewery,8,Dublin,109 James's Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-04-08 16:46:54,Yuzbjs,N,N,verified,5.5,3.5,11.0,Hybrid/mixed Beer,1.018,1.006,35,10,112.0,Light American Wheat Ale or Lager with Yeast,1.036,Wheat Ale,10,4
Anheuser-Busch InBev,Jack's Pumpkin Spice Ale,5.5,1852,BznahA,2013-07-13 23:08:31,aMIEke,42.8252547,Merrimack,production,-71.4861091,Merrimack,03054,New Hampshire,221 Daniel Webster Hwy,2013-07-13 23:09:14,Cg12u5,40.7067437,Newark,production,-74.1736086,Newark,07114,New Jersey,200 US Highway 1,2013-07-13 23:09:54,ozjr3W,37.2381215,Williamsburg,production,-76.652522,Williamsburg,23185,Virginia,7801 Pocahontas Trail,2012-01-03 02:41:44,ZApGug,38.5985037,Saint Louis,macro,-90.2093428,Main Brewery,63118,Missouri,One Busch Place,2013-07-13 23:02:01,doVlXA,40.6169416,Fort Collins,production,-105.0018273,Fort Collins,80524,Colorado,2351 Busch Dr,2013-07-13 23:02:44,G8EZgb,34.2210112,Van Nuys,production,-118.4768522,Los Angeles,91406,California,15800 Roscoe Blvd,2013-07-13 23:03:49,sRxNq2,43.1624453,Baldwinsville,production,-76.3096615,Baldwinsville,13027,New York,2885 Belgium Rd,2013-07-13 23:04:45,UlgBzT,34.2558728,Cartersville,production,-84.7831874,Cartersville,30121,Georgia,100 Busch Dr NE,2013-07-13 23:05:39,75P08u,40.102482,Columbus,production,-82.9933123,Columbus,43229,Ohio,700 Schrock Rd,2013-07-13 23:06:25,jP7oIL,38.236362,Fairfield,production,-122.091866,Fairfield,94534,California,3101 Busch Dr,2013-07-13 23:07:07,LiqcRm,29.773088,Houston,production,-95.269255,Houston,77029,Texas,775 Gellhorn Dr,2013-07-13 23:07:42,y2ZQbD,30.433924,Jacksonville,production,-81.650619,Jacksonville,32218,Florida,111 Busch Dr,2012-01-03 02:43:31,mrLL4r,N,N,verified,12,2.5,11.0,Hybrid/mixed Beer,1.03,1.006,70,5,124.0,Herb and Spice Beer,1.03,Spice Beer,50,5
Jackalope Brewing Company,Jack-Ale-Lantern,,2011,p1tFbP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:41:58,Syl46S,36.1503749,Nashville,micro,-86.779494,Main Brewery,37203,Tennessee,701 8th Avenue South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-02 22:17:29,EiBcm8,N,N,verified,12,2.5,11.0,Hybrid/mixed Beer,1.03,1.006,70,5,121.0,Pumpkin Beer,1.03,Pumpkin Beer,50,5
Jackalope Brewing Company,Jackalope Coffee Stout,,2011,p1tFbP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:41:58,Syl46S,36.1503749,Nashville,micro,-86.779494,Main Brewery,37203,Tennessee,701 8th Avenue South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-14 21:23:22,V9x9qv,Y,N,verified,8.8,5.7,3.0,North American Origin Ales,1.022,1.01,60,35,42.0,American-Style Stout,1.05,American Stout,40,40
Oskar Blues Brewery,Javanilla Ten FIDY,10.5,1997,q6vJUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:05,jnSdDd,40.1389968,Longmont,micro,-105.1227417,Main Brewery,80501,Colorado,1800 Pike Rd,2012-12-13 15:22:31,I1q8kK,35.2534666,Brevard,micro,-82.706852,Brevard,28712,North Carolina,342 Mountain Industrial Dr.,2017-03-16 05:29:16,TkDbDx,30.3835422,Austin,micro,-97.7142293,Oskar Blues,78758,Texas,10420 Metric Blvd,2017-06-17 20:25:49,G2jxYM,35.2535881,Brevard,micro,-82.7067671,North Carolina,28712,North Carolina,342 Mountain Industrial Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-09 21:38:56,MFgb7Y,N,N,verified,12,7,3.0,North American Origin Ales,1.03,1.02,80,50,43.0,American-Style Imperial Stout,1.08,American Imperial Stout,40,40
Jackalope Brewing Company,Jazz Honkey Donkey-Weizen,,2011,p1tFbP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:41:58,Syl46S,36.1503749,Nashville,micro,-86.779494,Main Brewery,37203,Tennessee,701 8th Avenue South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-14 20:43:40,LIY58Q,Y,N,verified,5.4,4.8,4.0,German Origin Ales,1.016,1.008,15,10,52.0,South German-Style Dunkel Weizen / Dunkel Weissbier,1.048,Dunkelweizen,19,10
Oskar Blues Brewery,Jenny Scream Ale,5.3,1997,q6vJUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:05,jnSdDd,40.1389968,Longmont,micro,-105.1227417,Main Brewery,80501,Colorado,1800 Pike Rd,2012-12-13 15:22:31,I1q8kK,35.2534666,Brevard,micro,-82.706852,Brevard,28712,North Carolina,342 Mountain Industrial Dr.,2017-03-16 05:29:16,TkDbDx,30.3835422,Austin,micro,-97.7142293,Oskar Blues,78758,Texas,10420 Metric Blvd,2017-06-17 20:25:49,G2jxYM,35.2535881,Brevard,micro,-82.7067671,North Carolina,28712,North Carolina,342 Mountain Industrial Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-02-20 04:19:44,jNqqVQ,N,N,verified,5.6,4.2,11.0,Hybrid/mixed Beer,1.01,1.004,22,10,109.0,American-Style Cream Ale or Lager,1.044,Cream Ale,5,2
Anheuser-Busch InBev,Johnny Appleseed,5.5,1852,BznahA,2013-07-13 23:08:31,aMIEke,42.8252547,Merrimack,production,-71.4861091,Merrimack,03054,New Hampshire,221 Daniel Webster Hwy,2013-07-13 23:09:14,Cg12u5,40.7067437,Newark,production,-74.1736086,Newark,07114,New Jersey,200 US Highway 1,2013-07-13 23:09:54,ozjr3W,37.2381215,Williamsburg,production,-76.652522,Williamsburg,23185,Virginia,7801 Pocahontas Trail,2012-01-03 02:41:44,ZApGug,38.5985037,Saint Louis,macro,-90.2093428,Main Brewery,63118,Missouri,One Busch Place,2013-07-13 23:02:01,doVlXA,40.6169416,Fort Collins,production,-105.0018273,Fort Collins,80524,Colorado,2351 Busch Dr,2013-07-13 23:02:44,G8EZgb,34.2210112,Van Nuys,production,-118.4768522,Los Angeles,91406,California,15800 Roscoe Blvd,2013-07-13 23:03:49,sRxNq2,43.1624453,Baldwinsville,production,-76.3096615,Baldwinsville,13027,New York,2885 Belgium Rd,2013-07-13 23:04:45,UlgBzT,34.2558728,Cartersville,production,-84.7831874,Cartersville,30121,Georgia,100 Busch Dr NE,2013-07-13 23:05:39,75P08u,40.102482,Columbus,production,-82.9933123,Columbus,43229,Ohio,700 Schrock Rd,2013-07-13 23:06:25,jP7oIL,38.236362,Fairfield,production,-122.091866,Fairfield,94534,California,3101 Busch Dr,2013-07-13 23:07:07,LiqcRm,29.773088,Houston,production,-95.269255,Houston,77029,Texas,775 Gellhorn Dr,2013-07-13 23:07:42,y2ZQbD,30.433924,Jacksonville,production,-81.650619,Jacksonville,32218,Florida,111 Busch Dr,2014-07-22 01:34:16,J0OjIy,N,N,verified,8,5,12.0,"Mead, Cider, & Perry",1.02,1,,,149.0,Common Cider,1.045,Common Cider,,
Dock Street Brewery,Johnny Berliner,4,1985,p3YrOa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:41:52,HFQ27P,39.9477956,West Philly,micro,-75.2229305,Main Brewery,19143,Pennsylvania,701 S. 50th Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-06-05 11:31:06,KcLuc7,N,N,verified,3.4,2.8,4.0,German Origin Ales,1.006,1.004,6,3,46.0,Berliner-Style Weisse (Wheat),1.028,Berlinerweisse,4,2
SweetWater Brewing Company,Johnny Hash - Dank Tank,8.5,1997,TMc6H2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:09,MfINpl,33.808102,Atlanta,micro,-84.38119,Main Brewery,30324,Georgia,195 Ottley Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-03-02 13:11:19,gm9FbA,N,N,verified,10.5,7.5,3.0,North American Origin Ales,1.02,1.012,100,65,31.0,Imperial or Double India Pale Ale,1.075,Imperial IPA,13,5
Zero Gravity Craft Brewery,Juhlia,7.2,2004,VEY3Xa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:13,dMbTUT,44.4596386,Burlington,brewpub,-73.2137346,Main Brewery,05401,Vermont,716 Pine St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-10 23:41:30,ghPF7u,N,N,verified,,,,,,,,,,,,,,
Oskar Blues Brewery,Juicy Dust,6.2,1997,q6vJUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:05,jnSdDd,40.1389968,Longmont,micro,-105.1227417,Main Brewery,80501,Colorado,1800 Pike Rd,2012-12-13 15:22:31,I1q8kK,35.2534666,Brevard,micro,-82.706852,Brevard,28712,North Carolina,342 Mountain Industrial Dr.,2017-03-16 05:29:16,TkDbDx,30.3835422,Austin,micro,-97.7142293,Oskar Blues,78758,Texas,10420 Metric Blvd,2017-06-17 20:25:49,G2jxYM,35.2535881,Brevard,micro,-82.7067671,North Carolina,28712,North Carolina,342 Mountain Industrial Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-08-19 20:00:23,NaTBQp,N,N,verified,7.5,6.3,3.0,North American Origin Ales,1.018,1.012,70,50,30.0,American-Style India Pale Ale,1.06,American IPA,14,6
Oskar Blues Brewery,Juicy Wolf,4.8,1997,q6vJUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:05,jnSdDd,40.1389968,Longmont,micro,-105.1227417,Main Brewery,80501,Colorado,1800 Pike Rd,2012-12-13 15:22:31,I1q8kK,35.2534666,Brevard,micro,-82.706852,Brevard,28712,North Carolina,342 Mountain Industrial Dr.,2017-03-16 05:29:16,TkDbDx,30.3835422,Austin,micro,-97.7142293,Oskar Blues,78758,Texas,10420 Metric Blvd,2017-06-17 20:25:49,G2jxYM,35.2535881,Brevard,micro,-82.7067671,North Carolina,28712,North Carolina,342 Mountain Industrial Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-09-16 14:50:04,FfmdpM,N,N,verified,,,3.0,North American Origin Ales,,,,,164.0,Session India Pale Ale,,Session IPA,,
Guinness,Kaliber,0.5,1759,HaPdSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:41:56,9RsQkk,53.34309,Dublin City,macro,-6.290799,Main Brewery,8,Dublin,109 James's Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-05-30 20:29:03,e4in1c,N,N,verified,,,11.0,Hybrid/mixed Beer,,,,,139.0,Non-Alcoholic (Beer) Malt Beverages,,Non-Alcoholic,,
Sierra Nevada Brewing Company,Karaoke Fail,6.7,1980,nHLlnK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:08,IaQrxj,39.7246028,Chico,micro,-121.8157154,Main Brewery,95928,California,1075 East 20th St,2012-03-29 20:56:05,aqLvLE,35.4303824,Fletcher,micro,-82.5489214,Asheville,28732,North Carolina,100 Sierra Nevada Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-20 12:20:48,xw3Nti,N,N,verified,5.6,4.5,3.0,North American Origin Ales,1.014,1.008,42,30,25.0,American-Style Pale Ale,1.044,American Pale,14,6
Portsmouth Brewery,Kate The Great Russian Imperial Stout,9.5,1991,4F7QA9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:06,fKk5B1,43.0780069,Portsmouth,brewpub,-70.7575978,Main Brewpub,03801,New Hampshire,56 Market Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:43:32,dNnIWw,N,N,verified,12,7,3.0,North American Origin Ales,1.03,1.02,80,50,43.0,American-Style Imperial Stout,1.08,American Imperial Stout,40,40
Zero Gravity Craft Brewery,Keller,4.9,2004,VEY3Xa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:13,dMbTUT,44.4596386,Burlington,brewpub,-73.2137346,Main Brewery,05401,Vermont,716 Pine St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-07-23 04:44:53,Lo0Ybu,N,N,verified,,,4.0,German Origin Ales,,,,,56.0,Kellerbier (Cellar beer) or Zwickelbier - Ale,,Kellerbier,,
Sierra Nevada Brewing Company,Kellerweis,4.8,1980,nHLlnK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:08,IaQrxj,39.7246028,Chico,micro,-121.8157154,Main Brewery,95928,California,1075 East 20th St,2012-03-29 20:56:05,aqLvLE,35.4303824,Fletcher,micro,-82.5489214,Asheville,28732,North Carolina,100 Sierra Nevada Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:43:33,JVv3qI,N,N,verified,5.5,4.9,4.0,German Origin Ales,1.016,1.008,15,10,48.0,South German-Style Hefeweizen / Hefeweissbier,1.047,Hefeweizen,9,3
Guinness,Kilkenny Irish Cream Ale,4.3,1759,HaPdSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:41:56,9RsQkk,53.34309,Dublin City,macro,-6.290799,Main Brewery,8,Dublin,109 James's Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-01-12 18:32:09,P9Ly3t,N,N,verified,5.6,4.2,11.0,Hybrid/mixed Beer,1.01,1.004,22,10,109.0,American-Style Cream Ale or Lager,1.044,Cream Ale,5,2
Lagunitas Brewing Company,Kill Ugly Radio,7.8,1993,nLsoQ9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-03 02:42:00,C0zPjd,38.272435,Petaluma,micro,-122.662346,Main Brewery,94954,California,1280 North McDowell Boulevard,2014-08-25 12:10:03,g2d9B7,41.8579099,Chicago,tasting,-87.691899,Chicago,60608,Illinois,2607 West 17th St.,2017-06-08 20:31:56,s38mA2,32.7784426,Charleston,tasting,-79.927534,Charleston Taproom & Beer Sanctuary,29401,South Carolina,161 E Bay St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-30 00:12:13,OIKxkJ,N,N,verified,7.5,6.3,3.0,North American Origin Ales,1.018,1.012,70,50,30.0,American-Style India Pale Ale,1.06,American IPA,14,6
